magnitude_app,temperature_K,spectral_class,radius_solar,metallicity_Fe_H
6.69,4284,K,1.74,-0.042
6.08,3350,M,2.8,-0.149
8.51,5332,G,0.71,0.086
9.49,3730,M,0.92,0.162
11.41,3495,M,0.54,-0.315
12.8,3247,M,2.53,-0.081
9.3,3904,M,0.47,-0.047
8.73,5186,G,0.82,-0.071
5.57,3397,M,1.48,-0.169
11.82,5860,G,0.71,-0.333
8.43,3573,M,0.61,-0.076
7.42,4394,K,0.97,-0.069
8.78,3285,M,3.3,-0.118
6.73,3331,M,0.88,0.162
3.32,3341,M,0.9,-0.342
9.14,3501,M,0.57,0.07
10.68,3533,M,1.21,-0.448
9.11,3474,M,1.56,-0.017
7.99,3493,M,0.74,-0.564
8.03,6159,F,1.31,-0.222
8.34,3551,M,0.74,-0.005
8.28,3724,M,0.39,-0.356
7.88,6447,F,1.26,-0.355
8.05,3468,M,2.82,0.245
11.11,3515,M,0.55,-0.399
8.94,3696,M,1.09,-0.03
8.21,3343,M,1.92,0.369
9.32,3754,M,0.95,0.036
9.32,6637,F,0.49,0.007
9.89,4506,K,1.02,-0.178
6.49,3712,M,2.11,-0.178
7.04,3293,M,0.78,-0.042
6.37,3591,M,1.12,-0.499
9.53,3575,M,0.59,0.253
9.44,5243,G,0.95,0.052
5.45,3581,M,1.21,-0.437
8.78,5578,G,1.06,0.257
10.74,5451,G,0.81,0.17
7.53,3651,M,1.25,0.11
8.63,4371,K,1.4,0.559
9.46,3547,M,1.44,0.024
5.36,19868,B,0.86,0.383
8.3,19385,B,0.73,0.006
10.54,3588,M,2.67,0.113
6.81,3464,M,1.07,-0.138
9.66,5095,G,0.88,-0.471
8.05,3185,M,0.48,-0.457
6.65,4678,K,0.63,-0.021
7.81,3286,M,0.73,-0.059
6.95,20279,B,1.25,-0.295
6.22,3510,M,0.84,-0.069
7.49,3436,M,1.01,0.113
8.14,6038,G,0.49,0.323
7.67,6558,F,2.02,-0.173
7.47,3632,M,0.69,0.098
8.45,4564,K,1.12,0.435
9.06,4448,K,0.77,0.188
5.71,4496,K,0.85,-0.192
7.5,3755,M,0.67,0.025
4.05,3690,M,1.16,0.046
7.68,7134,F,0.61,0.159
8.3,3539,M,1.17,0.01
9.14,3347,M,0.94,0.121
8.31,6357,F,1.37,0.255
9.1,3292,M,1.44,-0.263
8.13,3634,M,0.85,-0.33
6.65,3397,M,1.2,0.152
5.77,4660,G,0.8,-0.038
7.47,3931,M,1.93,0.216
6.47,3400,M,0.84,0.272
7.76,3399,M,0.9,-0.463
7.02,3793,M,0.79,-0.209
8.84,7986,A,0.69,-0.031
8.1,3699,M,2.76,-0.256
8.89,3397,M,1.28,-0.118
8.88,6070,F,1.03,-0.32
7.64,9225,A,0.79,-0.11
7.76,6800,F,1.74,-0.242
9.0,3661,M,0.76,0.086
12.89,3564,M,1.06,0.226
6.02,3605,M,3.01,0.102
8.08,4223,K,0.62,0.649
5.61,3520,M,1.31,0.235
7.96,3337,M,1.16,0.225
6.65,7910,A,1.3,-0.021
7.76,4592,K,0.87,-0.077
8.31,6876,F,0.74,0.318
7.02,3433,M,1.12,-0.063
4.43,3463,M,0.8,0.009
10.85,3301,M,0.31,-0.043
9.68,4502,K,0.66,0.135
7.74,3633,M,0.85,0.223
6.21,3639,M,0.58,0.266
8.17,3595,M,1.08,-0.076
8.72,4361,K,0.68,0.046
9.54,3386,M,0.98,0.083
9.72,3639,M,2.96,0.366
10.1,4683,K,1.85,-0.447
4.52,5453,G,1.34,0.003
7.39,3425,M,2.47,-0.161
9.99,3704,M,0.96,-0.133
6.15,3437,M,0.97,-0.213
10.44,4668,K,0.59,0.135
11.62,4469,K,1.89,-0.613
10.38,4264,K,2.66,-0.035
9.32,3782,M,1.57,-0.455
7.1,3521,M,2.04,-0.173
8.56,3376,M,0.25,-0.053
5.31,4187,K,3.22,-0.101
6.44,3274,M,0.95,0.17
6.58,3435,M,3.25,0.312
8.12,3837,M,2.38,0.49
7.22,3398,M,1.47,-0.002
8.52,3753,M,0.84,0.29
9.76,3477,M,1.08,0.366
6.58,4234,K,0.38,-0.119
8.3,3417,M,1.59,0.308
7.17,7956,A,0.28,-0.544
8.38,3350,M,0.86,0.074
9.37,3345,M,2.16,0.401
9.84,4072,K,1.43,0.025
9.34,3765,M,0.47,-0.048
8.83,3537,M,0.51,-0.049
5.16,3380,M,0.74,0.367
5.84,3539,M,1.04,-0.398
6.35,3354,M,1.55,-0.098
8.72,3033,M,1.35,0.211
5.42,5165,K,0.59,0.079
8.68,4543,K,1.36,0.297
8.53,3397,M,1.44,0.171
4.13,3162,M,1.28,-0.118
5.82,5089,G,3.45,0.145
10.09,3790,M,1.44,-0.33
9.39,4838,K,1.62,-0.504
6.3,3632,M,2.55,-0.153
5.93,6138,F,1.53,0.02
3.1,3764,M,0.76,-0.203
10.94,3579,M,1.86,0.044
8.08,3615,M,0.82,0.015
11.77,3578,M,0.61,-0.465
7.62,3236,M,0.64,-0.135
8.57,3290,M,1.85,0.235
9.78,3411,M,1.36,0.122
11.28,4645,K,1.7,-0.174
9.0,3258,M,1.37,0.155
8.0,3469,M,1.1,0.439
8.06,3469,M,1.17,-0.106
5.91,3639,M,1.34,0.185
7.24,3618,M,0.74,0.146
8.1,3323,M,0.52,-0.119
10.76,3753,M,0.78,-0.283
7.14,4238,K,1.31,0.413
10.13,3691,M,0.72,0.272
7.84,5349,G,2.9,-0.07
10.49,4537,K,1.25,0.303
9.35,3540,M,1.06,0.139
9.22,4544,K,0.74,0.302
9.96,3618,M,1.58,-0.448
9.67,3569,M,0.55,-0.102
10.13,3637,M,1.17,0.393
12.26,5628,G,0.8,0.663
11.23,4215,K,1.06,-0.097
8.93,3547,M,1.28,-0.102
7.12,4373,K,0.56,0.171
8.73,3306,M,0.43,0.086
4.15,3449,M,0.63,0.133
9.66,3532,M,1.55,-0.541
5.88,3544,M,1.21,-0.06
10.24,4738,K,0.82,0.201
11.96,3729,M,2.68,-0.589
5.1,4576,K,1.9,-0.404
7.9,3590,M,1.68,-0.443
5.87,3517,M,0.7,0.163
4.54,5711,G,1.68,-0.232
7.79,4610,K,1.19,-0.3
9.27,4488,K,0.7,0.014
9.51,3877,M,0.95,-0.31
8.31,6322,F,0.59,0.113
4.67,3755,M,0.7,0.603
8.25,3263,M,0.56,-0.092
5.01,3642,M,1.61,-0.486
5.15,3751,M,0.97,-0.113
6.01,4976,G,0.62,0.122
10.1,3524,M,1.3,0.098
9.09,3625,M,1.0,0.21
8.65,3544,M,1.69,-0.148
6.27,3566,M,1.07,-0.07
7.22,3524,M,0.49,-0.613
5.26,4254,K,0.78,0.154
10.73,3914,M,0.56,-0.328
12.39,3412,M,1.33,0.05
9.11,20434,B,1.72,-0.218
9.46,3387,M,0.46,-0.022
7.68,4874,G,0.94,0.24
4.76,3338,M,1.78,-0.109
6.31,3247,M,0.46,-0.185
7.07,3691,M,0.8,0.001
7.23,3394,M,1.0,-0.161
6.77,3410,M,1.71,-0.235
8.1,3314,M,1.31,0.467
6.3,3516,M,1.45,-0.464
12.34,4339,K,1.35,0.163
5.27,4723,K,0.83,-0.034
9.77,3553,M,2.27,-0.206
7.48,3400,M,0.72,0.087
8.93,3649,M,0.25,0.009
9.02,3501,M,0.41,0.33
8.31,3504,M,0.94,-0.284
5.73,7878,A,0.85,-0.129
7.34,3488,M,0.76,0.253
8.34,3556,M,1.08,-0.051
8.21,3733,M,1.82,0.137
5.95,3368,M,1.25,0.304
10.58,3899,M,1.38,0.141
3.01,3597,M,0.58,-0.153
7.5,3234,M,0.77,-0.088
6.16,3352,M,1.42,0.306
8.36,3749,M,1.06,0.039
10.03,6904,F,1.27,-0.051
5.19,8508,A,1.36,0.096
12.71,6549,F,1.09,-0.321
8.4,3296,M,2.21,-0.059
8.76,4797,K,0.77,-0.02
5.12,3327,M,0.66,-0.024
7.91,3648,M,0.41,-0.099
9.94,3737,M,1.45,-0.077
8.42,4511,K,0.75,-0.028
8.28,4718,K,1.88,0.365
7.9,4916,K,1.13,-0.551
5.24,3547,M,0.84,0.175
5.23,3469,M,0.59,-0.022
10.34,3488,M,1.53,-0.015
9.76,3370,M,0.97,-0.102
10.06,3366,M,1.14,0.125
6.35,6644,F,1.35,0.238
7.68,3471,M,1.14,-0.474
10.46,3557,M,0.65,0.523
5.54,3239,M,1.3,0.036
10.26,4479,K,1.51,0.027
6.83,4732,K,1.2,-0.349
6.29,4248,K,1.37,-0.143
7.94,3503,M,1.44,0.34
5.77,3175,M,0.82,0.017
4.21,3272,M,0.81,0.104
8.15,3641,M,3.04,-0.115
9.07,5415,G,1.94,0.493
10.43,3819,M,0.98,-0.038
9.21,6641,F,1.41,0.283
11.93,3593,M,0.63,-0.038
10.72,3312,M,0.74,0.087
9.48,3433,M,0.54,0.088
8.94,3372,M,1.15,0.231
10.46,3314,M,1.16,0.185
3.57,3616,M,1.72,-0.119
7.04,4695,K,0.9,0.29
4.28,3570,M,1.7,-0.248
9.33,3355,M,1.39,-0.296
6.51,3558,M,3.42,-0.073
14.04,3165,M,2.3,0.098
6.96,3732,M,2.11,-0.256
8.21,3273,M,1.52,-0.019
7.2,5192,G,0.64,-0.346
7.02,3520,M,1.16,-0.067
5.51,3536,M,3.08,0.243
5.44,3487,M,1.29,-0.211
3.64,37780,O,0.66,-0.305
9.09,3698,M,1.18,0.095
7.15,4121,K,0.61,-0.197
11.87,3240,M,0.65,0.606
5.51,5471,G,1.23,0.048
10.95,3279,M,1.45,0.256
11.14,4775,K,0.67,-0.329
10.55,4235,K,0.76,0.114
8.47,3772,M,0.49,-0.252
7.32,4733,K,0.94,-0.045
10.55,6901,F,0.38,-0.188
6.42,7113,F,0.86,0.26
8.54,3514,M,1.04,0.08
7.91,3323,M,0.42,0.029
6.22,4477,K,0.6,0.34
8.56,3401,M,0.97,0.004
9.48,6270,F,0.91,0.258
6.14,3526,M,0.93,0.45
8.92,3445,M,1.15,0.035
3.54,3368,M,0.43,0.065
5.9,3457,M,1.43,0.239
7.09,4624,K,0.85,0.359
8.71,4715,K,0.74,0.032
9.74,3219,M,0.39,-0.159
8.17,5417,G,0.87,0.217
9.13,4468,K,1.29,0.143
7.68,5175,G,1.07,0.214
8.81,3479,M,1.09,0.175
8.7,3526,M,0.84,0.052
6.98,5643,G,0.97,0.066
7.29,8533,A,0.57,0.176
9.2,3346,M,1.0,-0.362
11.62,9355,A,0.78,0.332
10.41,3645,M,0.57,0.112
5.74,4624,K,1.46,-0.212
5.75,3676,M,0.45,0.046
6.93,3543,M,1.3,0.33
8.2,6918,F,1.34,0.073
8.1,3510,M,0.77,-0.183
10.48,3500,M,1.67,-0.319
10.59,3611,M,0.76,0.616
8.01,3776,M,0.74,-0.435
7.54,6991,F,0.55,0.084
9.03,5663,G,1.0,-0.147
10.13,4616,K,0.62,0.261
9.1,5691,G,0.67,-0.304
7.14,3672,M,0.97,0.402
6.78,3727,M,0.99,-0.031
5.78,3459,M,1.87,-0.055
8.39,3731,M,1.59,-0.078
9.25,3560,M,1.32,-0.148
9.47,3614,M,0.93,-0.092
10.3,5880,G,0.82,0.18
10.96,3631,M,0.99,-0.43
5.25,3660,M,0.76,-0.187
8.81,5393,G,0.7,0.374
8.88,4837,K,0.96,-0.023
7.85,3622,M,0.64,-0.143
6.34,3522,M,0.66,-0.319
10.89,4748,K,1.61,-0.293
6.82,3953,M,0.5,0.246
3.61,4237,K,0.59,-0.206
8.04,3359,M,1.89,0.201
7.52,5104,K,0.82,-0.245
11.72,4596,K,1.99,-0.031
8.98,3533,M,0.56,-0.017
7.39,3480,M,1.04,-0.188
7.61,3711,M,1.47,0.019
7.58,6218,G,0.64,-0.529
12.43,3384,M,2.31,-0.022
9.35,4478,K,0.82,0.111
5.19,3439,M,1.29,-0.209
7.51,3628,M,0.71,0.053
7.95,3714,M,2.11,0.038
5.78,5946,G,1.16,0.048
4.43,5711,G,2.85,-0.336
9.19,3941,M,1.8,0.024
6.39,3399,M,1.52,-0.431
10.5,3354,M,0.62,-0.157
8.02,3757,M,1.04,-0.001
7.05,3521,M,0.85,0.052
3.17,3259,M,1.01,-0.302
10.44,3445,M,1.08,-0.071
8.59,6583,F,0.64,0.199
7.1,3387,M,0.92,-0.245
6.22,4272,K,0.95,-0.538
11.2,3464,M,0.6,0.132
5.87,6154,F,1.49,-0.236
7.26,3611,M,1.12,-0.16
9.14,3160,M,1.5,0.033
10.9,3516,M,1.28,0.019
7.57,3591,M,0.42,0.255
6.53,4480,K,0.66,-0.06
7.79,3691,M,2.29,0.017
9.81,4192,K,1.48,-0.423
10.26,5307,G,0.44,0.157
5.25,4426,K,1.26,-0.173
8.23,4660,K,0.66,0.808
5.13,3538,M,0.35,-0.053
9.77,3875,M,2.29,0.106
8.84,3359,M,1.04,0.159
6.16,6047,F,1.11,-0.022
11.07,7081,F,0.53,0.109
8.67,4178,K,0.56,0.564
8.45,4654,K,0.45,-0.188
7.64,6182,F,2.03,-0.561
7.98,4034,K,0.44,-0.326
7.24,3434,M,2.24,0.249
6.52,3657,M,0.61,-0.12
10.46,3286,M,0.54,0.583
7.01,4630,K,0.97,0.182
6.95,3634,M,0.71,-0.163
7.74,3277,M,1.05,-0.195
10.85,4449,K,0.64,-0.112
10.26,7013,F,0.85,-0.516
7.21,4646,K,0.68,0.069
10.45,5428,G,1.54,0.173
8.22,3573,M,1.29,-0.242
6.31,5312,G,1.13,-0.388
7.05,3695,M,1.69,-0.228
10.75,4750,K,1.14,0.249
12.17,3521,M,1.09,0.201
8.64,8598,A,0.94,0.054
6.87,3325,M,0.7,0.41
7.75,5128,G,0.7,-0.422
6.48,39247,O,1.08,-0.052
6.77,3485,M,1.66,0.14
6.57,3686,M,1.33,0.197
7.84,6800,F,1.33,0.201
8.24,3532,M,0.58,0.181
7.7,3708,M,1.3,0.33
7.56,3335,M,0.82,0.19
9.52,4742,K,1.09,-0.289
7.54,3362,M,1.32,-0.114
7.67,4779,K,0.56,-0.424
7.65,4497,K,1.08,0.249
11.09,4050,K,1.13,0.299
7.02,3628,M,1.65,-0.305
9.19,3642,M,0.77,-0.095
6.5,3420,M,0.97,-0.439
8.7,3435,M,1.09,-0.03
9.09,3472,M,0.77,-0.207
10.17,3163,M,0.77,-0.292
7.23,3086,M,0.75,-0.006
5.77,3728,M,0.94,0.47
6.43,19176,B,2.4,0.199
9.93,3825,M,0.96,-0.063
12.16,3740,M,1.28,-0.012
9.67,3774,M,1.02,0.47
5.48,3386,M,0.86,0.315
9.6,3219,M,0.99,-0.078
6.11,3310,M,1.47,0.125
7.3,3422,M,0.97,-0.25
8.37,17627,B,0.92,0.006
8.71,8298,A,0.89,0.191
8.13,3465,M,0.61,0.255
6.8,3273,M,1.68,-0.16
10.12,3318,M,0.8,0.25
6.94,4450,K,2.08,0.037
10.51,3562,M,1.13,-0.072
5.28,4300,K,2.02,0.477
8.43,3551,M,0.9,-0.09
5.55,3524,M,0.69,-0.277
6.33,3508,M,1.68,-0.168
6.97,3386,M,0.76,0.181
11.04,3267,M,1.9,-0.247
10.62,3797,M,1.34,0.207
9.75,4642,K,2.08,-0.213
8.07,5777,G,0.61,-0.019
8.38,4481,K,1.61,0.553
10.53,5455,G,0.69,-0.221
9.4,4610,K,0.3,-0.505
8.04,4087,K,1.57,0.342
10.97,3305,M,1.0,-0.35
9.63,3360,M,1.62,-0.203
8.48,3420,M,1.05,0.182
7.08,3346,M,1.01,0.172
6.9,3558,M,2.11,-0.593
7.33,3514,M,1.06,-0.086
8.91,4813,K,0.79,0.213
9.67,5057,K,0.96,0.507
5.11,3279,M,1.08,-0.31
4.11,3526,M,0.24,0.267
6.1,3525,M,1.28,-0.165
7.18,19986,B,1.97,0.26
10.39,3310,M,0.98,-0.26
7.44,4294,K,0.81,-0.058
8.51,20240,B,1.21,0.097
8.84,3335,M,2.39,0.239
5.95,3528,M,1.26,0.143
10.92,3457,M,1.11,-0.107
6.67,3525,M,0.82,-0.126
11.12,3333,M,0.59,0.445
7.75,3528,M,1.01,0.069
7.32,4302,K,1.02,-0.119
5.78,4536,K,0.38,0.135
8.39,3734,M,0.7,0.156
12.51,3546,M,1.79,-0.338
8.83,5589,G,0.88,0.122
8.54,6766,F,0.29,-0.377
6.67,3254,M,2.23,-0.161
9.18,3801,M,0.64,-0.247
8.32,3315,M,0.79,-0.032
7.87,3654,M,1.7,-0.109
8.99,5705,G,0.69,-0.05
4.37,3342,M,0.37,-0.474
7.8,3677,M,1.11,-0.019
5.61,5637,G,1.49,-0.275
8.06,3831,M,0.79,0.571
6.55,3534,M,0.94,-0.1
6.69,3481,M,0.55,-0.064
5.33,5358,G,0.61,0.174
10.23,3195,M,0.85,0.331
6.64,3444,M,1.38,-0.294
6.75,3452,M,1.05,0.143
11.06,4559,K,1.67,0.242
9.14,3251,M,2.29,0.046
3.93,3458,M,1.56,0.041
10.77,4630,K,0.45,-0.128
11.3,4652,K,0.87,-0.081
11.11,3175,M,1.55,-0.027
9.34,6730,F,0.94,-0.106
5.8,3457,M,0.45,0.222
7.9,6440,F,0.76,-0.218
5.1,4850,G,0.32,0.214
6.27,3761,M,0.87,0.332
5.78,6557,F,0.71,0.092
6.75,3232,M,0.84,-0.447
8.33,3566,M,1.81,0.153
7.11,3560,M,0.51,-0.161
7.02,3714,M,0.7,-0.132
7.42,3446,M,0.57,0.09
11.0,4503,K,1.71,0.276
12.33,3388,M,1.76,-0.415
7.1,5664,G,1.2,0.014
8.67,4324,K,1.17,0.498
6.32,3344,M,0.55,-0.275
9.54,3488,M,1.1,-0.05
7.05,7979,A,0.57,-0.154
6.58,4860,K,1.02,0.176
12.0,3837,M,0.84,-0.313
5.29,4398,K,0.74,-0.393
3.09,3257,M,1.01,0.208
9.47,3559,M,1.4,0.06
7.26,4392,K,2.43,-0.297
6.71,5823,G,1.32,-0.017
13.46,3362,M,3.12,-0.32
9.46,3595,M,1.11,0.231
7.88,5531,G,2.44,0.07
6.58,4348,K,1.24,-0.179
8.89,4554,K,1.13,-0.145
4.53,5742,G,0.92,-0.115
6.97,3515,M,1.16,-0.269
7.93,3517,M,1.24,0.335
8.43,3347,M,0.49,0.291
7.72,3700,M,1.42,-0.1
6.61,5787,G,0.48,-0.079
9.84,3428,M,1.42,-0.281
4.7,3478,M,1.35,-0.04
7.44,3747,M,2.04,0.122
6.96,3302,M,0.65,0.295
10.02,3606,M,0.61,-0.224
7.08,3402,M,1.74,-0.421
8.88,7078,F,0.58,-0.252
8.67,3511,M,0.56,0.139
4.33,3721,M,1.11,-0.011
7.87,3367,M,0.98,0.248
4.51,3282,M,1.08,0.01
8.7,3459,M,1.31,0.404
6.54,3546,M,1.31,-0.396
10.37,3411,M,0.96,-0.623
7.64,3633,M,1.02,0.338
6.46,3463,M,0.97,-0.199
10.4,3136,M,1.02,0.034
6.26,6680,F,0.5,0.034
9.79,3346,M,1.46,0.082
8.94,3437,M,1.69,-0.118
7.27,3772,M,1.38,-0.238
5.33,5988,G,1.32,-0.258
10.48,3399,M,0.61,0.151
9.0,4630,K,0.49,0.193
6.46,3403,M,1.52,-0.063
8.49,4435,K,1.01,-0.149
10.01,3394,M,1.09,0.142
8.22,4112,K,1.11,-0.37
8.48,20095,B,1.14,0.487
10.06,3550,M,1.38,0.113
11.07,5315,G,0.95,-0.04
7.76,3690,M,0.39,0.207
5.33,3424,M,1.41,0.158
5.39,3388,M,1.33,0.059
6.62,4618,K,0.52,-0.473
6.13,3230,M,0.56,0.103
4.64,4704,K,1.56,0.364
11.7,3430,M,1.75,-0.139
9.06,3673,M,0.26,0.24
6.95,6919,F,1.25,0.212
7.93,4644,K,0.9,0.074
4.43,4317,K,1.04,0.043
10.31,3281,M,1.07,0.14
4.1,4177,K,0.68,0.104
9.02,3693,M,1.39,0.473
4.32,3476,M,0.71,0.242
7.17,3395,M,1.45,0.177
10.49,3477,M,1.62,0.264
4.73,3689,M,0.65,0.177
7.7,3636,M,0.65,-0.52
9.26,3577,M,1.06,-0.029
8.93,3612,M,2.12,-0.155
8.14,6559,F,0.74,0.082
8.99,4568,K,0.82,-0.139
6.78,4550,K,1.17,0.148
11.87,3500,M,1.39,-0.105
4.78,5707,G,1.3,0.424
10.32,3563,M,1.02,0.413
8.38,3346,M,0.86,-0.362
9.23,3593,M,1.18,0.081
9.59,3543,M,0.2,-0.115
9.11,6699,F,2.55,0.063
6.38,3482,M,0.91,0.147
7.43,3642,M,1.1,-0.32
5.1,3489,M,2.86,-0.243
7.4,3627,M,0.69,-0.212
8.65,5374,G,3.21,-0.138
9.21,3432,M,1.45,-0.131
8.78,5666,G,1.25,0.199
4.49,4425,K,1.38,0.056
6.88,4996,K,0.66,-0.218
6.68,3599,M,0.44,-0.08
5.38,4506,K,0.55,-0.592
6.33,3643,M,1.72,0.505
8.0,4392,K,0.63,0.005
10.83,3662,M,0.44,0.248
6.09,3657,M,0.96,0.198
5.74,5845,G,1.33,-0.009
6.8,4401,K,1.02,-0.595
8.67,3286,M,1.35,-0.139
10.45,4363,K,1.78,0.088
7.83,3451,M,1.33,0.015
5.11,3792,M,0.93,0.26
5.53,4994,K,0.76,-0.0
8.38,4578,K,1.47,0.461
9.99,3502,M,1.15,-0.265
11.63,5404,G,0.65,0.129
5.64,4686,K,1.92,-0.257
8.28,7211,F,1.14,0.229
5.94,4902,K,1.39,-0.188
6.2,4756,K,0.82,-0.439
6.03,3697,M,1.76,-0.372
7.33,3646,M,0.45,-0.118
6.24,3492,M,2.31,0.39
12.96,6261,F,0.38,0.185
7.08,5494,G,0.5,0.112
9.98,3574,M,1.13,-0.016
6.68,3246,M,0.77,-0.282
12.47,5458,G,0.85,-0.233
8.68,4314,K,0.77,-0.138
9.67,3677,M,0.68,-0.161
6.82,3404,M,1.17,-0.164
9.95,6607,F,0.98,-0.238
8.67,3377,M,1.56,0.002
7.24,3780,M,1.04,-0.188
5.84,3202,M,0.81,0.283
7.52,3583,M,1.47,0.28
7.35,4213,K,0.4,0.15
9.74,3411,M,0.28,0.121
7.54,3536,M,0.45,-0.388
4.16,3545,M,0.84,0.573
9.29,3540,M,1.22,-0.07
10.59,3527,M,0.26,0.198
4.67,6291,F,0.99,0.208
11.61,5455,G,0.84,-0.26
10.79,3506,M,1.07,-0.157
6.74,4544,K,0.39,0.099
5.77,6479,F,3.7,-0.387
10.11,4664,K,1.02,-0.022
5.26,3516,M,0.54,-0.599
6.66,5555,G,1.07,0.003
5.37,3433,M,2.11,0.344
8.01,18948,B,0.53,-0.001
10.93,5542,G,0.47,-0.366
8.75,4772,K,0.94,-0.138
10.04,6644,F,0.98,0.154
7.3,3357,M,1.43,0.042
8.19,3643,M,2.09,0.113
5.55,3441,M,1.48,-0.043
7.81,4661,K,0.5,-0.191
6.51,3435,M,0.59,0.031
7.68,5597,G,0.67,0.017
7.54,4383,K,1.48,0.257
7.37,3414,M,1.35,-0.117
12.22,3226,M,1.88,0.012
11.54,6666,F,1.32,-0.036
10.83,4583,K,0.73,0.568
11.59,3575,M,0.91,-0.188
10.84,3548,M,0.48,-0.096
7.96,3367,M,1.37,-0.239
7.75,3669,M,0.73,0.326
8.47,3674,M,1.84,0.344
7.58,4323,K,1.35,-0.054
5.92,3593,M,2.64,0.296
8.59,5741,G,1.23,0.082
4.87,4394,K,1.22,0.176
8.28,3448,M,0.91,-0.249
6.01,3593,M,0.83,0.04
7.84,5085,G,0.88,0.468
8.38,3310,M,1.65,0.369
7.29,3327,M,0.51,0.201
4.72,5006,G,1.03,0.238
5.62,4744,K,0.43,0.608
8.92,4053,K,1.21,0.196
6.89,4577,K,0.8,-0.165
9.12,3642,M,1.29,0.303
8.02,3449,M,0.69,-0.019
7.6,3383,M,0.88,0.122
8.7,20233,B,1.37,0.03
6.65,5501,G,1.06,-0.177
8.8,4726,K,2.16,0.077
7.16,3909,K,0.79,0.242
13.07,5247,G,0.75,0.185
5.73,4626,K,1.86,0.12
7.29,6516,F,0.83,-0.05
7.37,3632,M,0.81,-0.415
5.3,3546,M,1.21,-0.012
9.45,3476,M,0.92,0.139
7.14,6402,F,0.86,-0.54
3.24,3907,M,0.71,-0.017
9.39,3769,M,1.98,-0.024
6.73,5636,G,0.93,-0.229
7.79,3514,M,0.75,0.19
9.35,3594,M,0.86,0.236
7.27,3645,M,1.19,0.454
7.25,4594,K,2.08,-0.007
12.93,3369,M,0.92,0.323
3.69,3812,M,0.65,-0.205
5.43,4555,K,2.61,-0.093
5.82,3852,M,1.07,0.17
11.58,3533,M,0.95,-0.164
6.71,4445,K,1.04,-0.041
8.48,3742,M,0.54,0.21
7.05,3553,M,0.98,-0.002
9.21,5537,G,1.46,-0.23
7.97,4230,K,1.84,-0.147
8.51,3616,M,0.84,-0.068
10.57,3414,M,1.1,0.147
8.88,5377,G,1.86,-0.081
6.53,5365,G,1.02,-0.612
8.62,3577,M,1.43,0.197
12.84,3231,M,1.24,0.161
9.13,4453,K,0.72,-0.266
8.3,3672,M,0.63,-0.283
5.26,6095,F,1.7,0.338
9.45,5548,G,0.26,-0.06
9.74,3390,M,0.72,0.188
8.63,6369,F,0.5,-0.173
8.23,3790,M,1.7,0.164
13.67,5046,G,1.98,-0.231
9.71,3634,M,0.7,0.106
10.48,4392,K,3.98,0.089
8.13,4381,K,1.99,-0.516
7.74,3305,M,1.1,0.031
9.26,3632,M,2.12,-0.18
7.73,3467,M,0.73,0.273
7.9,3444,M,0.87,0.059
8.93,3519,M,1.26,-0.062
6.97,3470,M,0.71,0.38
8.44,3150,M,0.53,-0.476
8.16,3414,M,0.63,0.482
9.93,3657,M,0.91,0.469
6.78,3236,M,1.26,-0.097
4.0,4255,K,0.84,0.222
7.38,3425,M,0.44,0.121
8.79,6264,F,1.27,-0.621
9.93,4494,K,1.89,-0.028
6.61,4254,K,0.72,-0.316
9.08,3432,M,2.3,-0.339
10.27,3492,M,1.54,-0.072
9.5,3614,M,0.59,-0.063
6.42,9029,A,0.72,0.304
6.63,3454,M,0.86,-0.188
8.87,3830,M,0.91,-0.099
11.25,4459,K,0.3,0.342
8.03,6769,F,0.69,-0.046
7.67,3838,M,0.76,-0.128
5.26,3524,M,2.57,0.214
7.27,3260,M,1.12,0.133
6.57,3516,M,0.67,0.025
8.05,3393,M,0.8,0.231
4.97,4438,K,1.24,-0.312
7.34,3847,M,0.83,-0.145
5.98,5164,G,0.75,0.5
9.88,4568,K,0.76,-0.759
6.28,3346,M,1.27,-0.168
6.86,3446,M,0.5,-0.296
8.56,3630,M,0.58,0.018
7.09,3556,M,0.63,0.151
12.72,4449,K,0.58,0.277
9.86,5321,G,0.66,-0.103
8.03,5587,G,1.57,-0.231
8.74,3799,M,1.68,-0.363
3.29,3342,M,1.15,0.012
10.46,3835,M,1.11,0.532
9.02,6890,F,0.72,-0.147
7.85,3740,M,0.35,-0.018
9.13,3554,M,1.07,0.034
9.38,3705,M,1.16,-0.106
7.17,3323,M,0.71,0.356
8.76,3383,M,0.58,0.302
10.1,4672,K,0.53,0.205
8.91,5581,G,1.09,0.24
7.49,5459,G,1.04,-0.171
8.59,7436,A,1.82,-0.287
10.76,4402,K,0.67,-0.169
9.57,6118,F,0.87,0.07
5.67,4611,K,1.01,-0.081
9.17,3467,M,0.76,0.142
8.91,3390,M,1.52,0.027
10.33,3963,M,1.86,-0.335
8.07,4734,K,0.58,0.31
7.26,5790,G,0.8,-0.128
5.26,6106,G,1.94,0.197
6.61,3640,M,1.18,-0.212
10.42,3365,M,1.06,-0.22
8.4,5256,G,1.19,-0.232
7.8,3669,M,1.39,-0.358
10.59,4037,K,1.21,-0.352
10.18,3486,M,1.11,0.095
6.53,4011,K,1.0,-0.232
10.4,4522,K,1.96,0.086
4.68,3649,M,0.88,0.025
8.92,3549,M,1.0,0.22
8.68,3664,M,2.17,-0.255
